step,att,aql,awt,throughput,intersection_0_1_queued,intersection_0_1_moving,intersection_0_1_occupancy,intersection_0_1_tau,intersection_0_2_queued,intersection_0_2_moving,intersection_0_2_occupancy,intersection_0_2_tau,intersection_0_3_queued,intersection_0_3_moving,intersection_0_3_occupancy,intersection_0_3_tau,intersection_0_4_queued,intersection_0_4_moving,intersection_0_4_occupancy,intersection_0_4_tau,intersection_1_0_queued,intersection_1_0_moving,intersection_1_0_occupancy,intersection_1_0_tau,intersection_1_1_queued,intersection_1_1_moving,intersection_1_1_occupancy,intersection_1_1_tau,intersection_1_2_queued,intersection_1_2_moving,intersection_1_2_occupancy,intersection_1_2_tau,intersection_1_3_queued,intersection_1_3_moving,intersection_1_3_occupancy,intersection_1_3_tau,intersection_1_4_queued,intersection_1_4_moving,intersection_1_4_occupancy,intersection_1_4_tau,intersection_1_5_queued,intersection_1_5_moving,intersection_1_5_occupancy,intersection_1_5_tau,intersection_2_0_queued,intersection_2_0_moving,intersection_2_0_occupancy,intersection_2_0_tau,intersection_2_1_queued,intersection_2_1_moving,intersection_2_1_occupancy,intersection_2_1_tau,intersection_2_2_queued,intersection_2_2_moving,intersection_2_2_occupancy,intersection_2_2_tau,intersection_2_3_queued,intersection_2_3_moving,intersection_2_3_occupancy,intersection_2_3_tau,intersection_2_4_queued,intersection_2_4_moving,intersection_2_4_occupancy,intersection_2_4_tau,intersection_2_5_queued,intersection_2_5_moving,intersection_2_5_occupancy,intersection_2_5_tau,intersection_3_0_queued,intersection_3_0_moving,intersection_3_0_occupancy,intersection_3_0_tau,intersection_3_1_queued,intersection_3_1_moving,intersection_3_1_occupancy,intersection_3_1_tau,intersection_3_2_queued,intersection_3_2_moving,intersection_3_2_occupancy,intersection_3_2_tau,intersection_3_3_queued,intersection_3_3_moving,intersection_3_3_occupancy,intersection_3_3_tau,intersection_3_4_queued,intersection_3_4_moving,intersection_3_4_occupancy,intersection_3_4_tau,intersection_3_5_queued,intersection_3_5_moving,intersection_3_5_occupancy,intersection_3_5_tau,intersection_4_0_queued,intersection_4_0_moving,intersection_4_0_occupancy,intersection_4_0_tau,intersection_4_1_queued,intersection_4_1_moving,intersection_4_1_occupancy,intersection_4_1_tau,intersection_4_2_queued,intersection_4_2_moving,intersection_4_2_occupancy,intersection_4_2_tau,intersection_4_3_queued,intersection_4_3_moving,intersection_4_3_occupancy,intersection_4_3_tau,intersection_4_4_queued,intersection_4_4_moving,intersection_4_4_occupancy,intersection_4_4_tau,intersection_4_5_queued,intersection_4_5_moving,intersection_4_5_occupancy,intersection_4_5_tau,intersection_5_1_queued,intersection_5_1_moving,intersection_5_1_occupancy,intersection_5_1_tau,intersection_5_2_queued,intersection_5_2_moving,intersection_5_2_occupancy,intersection_5_2_tau,intersection_5_3_queued,intersection_5_3_moving,intersection_5_3_occupancy,intersection_5_3_tau,intersection_5_4_queued,intersection_5_4_moving,intersection_5_4_occupancy,intersection_5_4_tau
89,46.07,0.26,0.66,0,63,93,1.0,10.1,63,93,1.0,10.1,63,93,1.0,10.1,63,93,1.0,10.1,63,93,1.0,10.1,63,93,1.0,10.1,63,93,1.0,10.1,63,93,1.0,10.1,63,93,1.0,10.1,63,93,1.0,10.1,63,93,1.0,10.1,63,93,1.0,10.1,63,93,1.0,10.1,63,93,1.0,10.1,63,93,1.0,10.1,63,93,1.0,10.1,63,93,1.0,10.1,63,93,1.0,10.1,63,93,1.0,10.1,63,93,1.0,10.1,63,93,1.0,10.1,63,93,1.0,10.1,63,93,1.0,10.1,63,93,1.0,10.1,63,93,1.0,10.1,63,93,1.0,10.1,63,93,1.0,10.1,63,93,1.0,10.1,63,93,1.0,10.1,63,93,1.0,10.1,63,93,1.0,10.1,63,93,1.0,10.1
90,46.63,0.26,0.65,0,62,94,1.0,9.9,62,94,1.0,9.9,62,94,1.0,9.9,62,94,1.0,9.9,62,94,1.0,9.9,62,94,1.0,9.9,62,94,1.0,9.9,62,94,1.0,9.9,62,94,1.0,9.9,62,94,1.0,9.9,62,94,1.0,9.9,62,94,1.0,9.9,62,94,1.0,9.9,62,94,1.0,9.9,62,94,1.0,9.9,62,94,1.0,9.9,62,94,1.0,9.9,62,94,1.0,9.9,62,94,1.0,9.9,62,94,1.0,9.9,62,94,1.0,9.9,62,94,1.0,9.9,62,94,1.0,9.9,62,94,1.0,9.9,62,94,1.0,9.9,62,94,1.0,9.9,62,94,1.0,9.9,62,94,1.0,9.9,62,94,1.0,9.9,62,94,1.0,9.9,62,94,1.0,9.9,62,94,1.0,9.9
91,46.78,0.26,0.65,0,62,98,1.0,9.7,62,98,1.0,9.7,62,98,1.0,9.7,62,98,1.0,9.7,62,98,1.0,9.7,62,98,1.0,9.7,62,98,1.0,9.7,62,98,1.0,9.7,62,98,1.0,9.7,62,98,1.0,9.7,62,98,1.0,9.7,62,98,1.0,9.7,62,98,1.0,9.7,62,98,1.0,9.7,62,98,1.0,9.7,62,98,1.0,9.7,62,98,1.0,9.7,62,98,1.0,9.7,62,98,1.0,9.7,62,98,1.0,9.7,62,98,1.0,9.7,62,98,1.0,9.7,62,98,1.0,9.7,62,98,1.0,9.7,62,98,1.0,9.7,62,98,1.0,9.7,62,98,1.0,9.7,62,98,1.0,9.7,62,98,1.0,9.7,62,98,1.0,9.7,62,98,1.0,9.7,62,98,1.0,9.7
92,47.57,0.25,0.64,0,61,98,1.0,9.6,61,98,1.0,9.6,61,98,1.0,9.6,61,98,1.0,9.6,61,98,1.0,9.6,61,98,1.0,9.6,61,98,1.0,9.6,61,98,1.0,9.6,61,98,1.0,9.6,61,98,1.0,9.6,61,98,1.0,9.6,61,98,1.0,9.6,61,98,1.0,9.6,61,98,1.0,9.6,61,98,1.0,9.6,61,98,1.0,9.6,61,98,1.0,9.6,61,98,1.0,9.6,61,98,1.0,9.6,61,98,1.0,9.6,61,98,1.0,9.6,61,98,1.0,9.6,61,98,1.0,9.6,61,98,1.0,9.6,61,98,1.0,9.6,61,98,1.0,9.6,61,98,1.0,9.6,61,98,1.0,9.6,61,98,1.0,9.6,61,98,1.0,9.6,61,98,1.0,9.6,61,98,1.0,9.6
93,47.92,0.26,0.65,0,62,99,1.0,9.6,62,99,1.0,9.6,62,99,1.0,9.6,62,99,1.0,9.6,62,99,1.0,9.6,62,99,1.0,9.6,62,99,1.0,9.6,62,99,1.0,9.6,62,99,1.0,9.6,62,99,1.0,9.6,62,99,1.0,9.6,62,99,1.0,9.6,62,99,1.0,9.6,62,99,1.0,9.6,62,99,1.0,9.6,62,99,1.0,9.6,62,99,1.0,9.6,62,99,1.0,9.6,62,99,1.0,9.6,62,99,1.0,9.6,62,99,1.0,9.6,62,99,1.0,9.6,62,99,1.0,9.6,62,99,1.0,9.6,62,99,1.0,9.6,62,99,1.0,9.6,62,99,1.0,9.6,62,99,1.0,9.6,62,99,1.0,9.6,62,99,1.0,9.6,62,99,1.0,9.6,62,99,1.0,9.6
94,48.29,0.25,0.64,0,61,105,1.0,9.2,61,105,1.0,9.2,61,105,1.0,9.2,61,105,1.0,9.2,61,105,1.0,9.2,61,105,1.0,9.2,61,105,1.0,9.2,61,105,1.0,9.2,61,105,1.0,9.2,61,105,1.0,9.2,61,105,1.0,9.2,61,105,1.0,9.2,61,105,1.0,9.2,61,105,1.0,9.2,61,105,1.0,9.2,61,105,1.0,9.2,61,105,1.0,9.2,61,105,1.0,9.2,61,105,1.0,9.2,61,105,1.0,9.2,61,105,1.0,9.2,61,105,1.0,9.2,61,105,1.0,9.2,61,105,1.0,9.2,61,105,1.0,9.2,61,105,1.0,9.2,61,105,1.0,9.2,61,105,1.0,9.2,61,105,1.0,9.2,61,105,1.0,9.2,61,105,1.0,9.2,61,105,1.0,9.2
95,48.86,0.26,0.65,0,62,105,1.0,9.3,62,105,1.0,9.3,62,105,1.0,9.3,62,105,1.0,9.3,62,105,1.0,9.3,62,105,1.0,9.3,62,105,1.0,9.3,62,105,1.0,9.3,62,105,1.0,9.3,62,105,1.0,9.3,62,105,1.0,9.3,62,105,1.0,9.3,62,105,1.0,9.3,62,105,1.0,9.3,62,105,1.0,9.3,62,105,1.0,9.3,62,105,1.0,9.3,62,105,1.0,9.3,62,105,1.0,9.3,62,105,1.0,9.3,62,105,1.0,9.3,62,105,1.0,9.3,62,105,1.0,9.3,62,105,1.0,9.3,62,105,1.0,9.3,62,105,1.0,9.3,62,105,1.0,9.3,62,105,1.0,9.3,62,105,1.0,9.3,62,105,1.0,9.3,62,105,1.0,9.3,62,105,1.0,9.3
96,49.86,0.27,0.67,0,64,103,1.0,9.6,64,103,1.0,9.6,64,103,1.0,9.6,64,103,1.0,9.6,64,103,1.0,9.6,64,103,1.0,9.6,64,103,1.0,9.6,64,103,1.0,9.6,64,103,1.0,9.6,64,103,1.0,9.6,64,103,1.0,9.6,64,103,1.0,9.6,64,103,1.0,9.6,64,103,1.0,9.6,64,103,1.0,9.6,64,103,1.0,9.6,64,103,1.0,9.6,64,103,1.0,9.6,64,103,1.0,9.6,64,103,1.0,9.6,64,103,1.0,9.6,64,103,1.0,9.6,64,103,1.0,9.6,64,103,1.0,9.6,64,103,1.0,9.6,64,103,1.0,9.6,64,103,1.0,9.6,64,103,1.0,9.6,64,103,1.0,9.6,64,103,1.0,9.6,64,103,1.0,9.6,64,103,1.0,9.6
97,49.79,0.28,0.69,0,66,108,1.0,9.5,66,108,1.0,9.5,66,108,1.0,9.5,66,108,1.0,9.5,66,108,1.0,9.5,66,108,1.0,9.5,66,108,1.0,9.5,66,108,1.0,9.5,66,108,1.0,9.5,66,108,1.0,9.5,66,108,1.0,9.5,66,108,1.0,9.5,66,108,1.0,9.5,66,108,1.0,9.5,66,108,1.0,9.5,66,108,1.0,9.5,66,108,1.0,9.5,66,108,1.0,9.5,66,108,1.0,9.5,66,108,1.0,9.5,66,108,1.0,9.5,66,108,1.0,9.5,66,108,1.0,9.5,66,108,1.0,9.5,66,108,1.0,9.5,66,108,1.0,9.5,66,108,1.0,9.5,66,108,1.0,9.5,66,108,1.0,9.5,66,108,1.0,9.5,66,108,1.0,9.5,66,108,1.0,9.5
98,50.36,0.28,0.71,0,68,103,1.0,9.9,68,103,1.0,9.9,68,103,1.0,9.9,68,103,1.0,9.9,68,103,1.0,9.9,68,103,1.0,9.9,68,103,1.0,9.9,68,103,1.0,9.9,68,103,1.0,9.9,68,103,1.0,9.9,68,103,1.0,9.9,68,103,1.0,9.9,68,103,1.0,9.9,68,103,1.0,9.9,68,103,1.0,9.9,68,103,1.0,9.9,68,103,1.0,9.9,68,103,1.0,9.9,68,103,1.0,9.9,68,103,1.0,9.9,68,103,1.0,9.9,68,103,1.0,9.9,68,103,1.0,9.9,68,103,1.0,9.9,68,103,1.0,9.9,68,103,1.0,9.9,68,103,1.0,9.9,68,103,1.0,9.9,68,103,1.0,9.9,68,103,1.0,9.9,68,103,1.0,9.9,68,103,1.0,9.9
99,50.72,0.28,0.7,0,67,105,1.0,9.7,67,105,1.0,9.7,67,105,1.0,9.7,67,105,1.0,9.7,67,105,1.0,9.7,67,105,1.0,9.7,67,105,1.0,9.7,67,105,1.0,9.7,67,105,1.0,9.7,67,105,1.0,9.7,67,105,1.0,9.7,67,105,1.0,9.7,67,105,1.0,9.7,67,105,1.0,9.7,67,105,1.0,9.7,67,105,1.0,9.7,67,105,1.0,9.7,67,105,1.0,9.7,67,105,1.0,9.7,67,105,1.0,9.7,67,105,1.0,9.7,67,105,1.0,9.7,67,105,1.0,9.7,67,105,1.0,9.7,67,105,1.0,9.7,67,105,1.0,9.7,67,105,1.0,9.7,67,105,1.0,9.7,67,105,1.0,9.7,67,105,1.0,9.7,67,105,1.0,9.7,67,105,1.0,9.7
100,50.88,0.3,0.76,0,73,103,1.0,10.4,73,103,1.0,10.4,73,103,1.0,10.4,73,103,1.0,10.4,73,103,1.0,10.4,73,103,1.0,10.4,73,103,1.0,10.4,73,103,1.0,10.4,73,103,1.0,10.4,73,103,1.0,10.4,73,103,1.0,10.4,73,103,1.0,10.4,73,103,1.0,10.4,73,103,1.0,10.4,73,103,1.0,10.4,73,103,1.0,10.4,73,103,1.0,10.4,73,103,1.0,10.4,73,103,1.0,10.4,73,103,1.0,10.4,73,103,1.0,10.4,73,103,1.0,10.4,73,103,1.0,10.4,73,103,1.0,10.4,73,103,1.0,10.4,73,103,1.0,10.4,73,103,1.0,10.4,73,103,1.0,10.4,73,103,1.0,10.4,73,103,1.0,10.4,73,103,1.0,10.4,73,103,1.0,10.4
101,51.67,0.3,0.74,0,71,104,1.0,10.1,71,104,1.0,10.1,71,104,1.0,10.1,71,104,1.0,10.1,71,104,1.0,10.1,71,104,1.0,10.1,71,104,1.0,10.1,71,104,1.0,10.1,71,104,1.0,10.1,71,104,1.0,10.1,71,104,1.0,10.1,71,104,1.0,10.1,71,104,1.0,10.1,71,104,1.0,10.1,71,104,1.0,10.1,71,104,1.0,10.1,71,104,1.0,10.1,71,104,1.0,10.1,71,104,1.0,10.1,71,104,1.0,10.1,71,104,1.0,10.1,71,104,1.0,10.1,71,104,1.0,10.1,71,104,1.0,10.1,71,104,1.0,10.1,71,104,1.0,10.1,71,104,1.0,10.1,71,104,1.0,10.1,71,104,1.0,10.1,71,104,1.0,10.1,71,104,1.0,10.1,71,104,1.0,10.1
102,52.04,0.3,0.75,0,72,107,1.0,10.1,72,107,1.0,10.1,72,107,1.0,10.1,72,107,1.0,10.1,72,107,1.0,10.1,72,107,1.0,10.1,72,107,1.0,10.1,72,107,1.0,10.1,72,107,1.0,10.1,72,107,1.0,10.1,72,107,1.0,10.1,72,107,1.0,10.1,72,107,1.0,10.1,72,107,1.0,10.1,72,107,1.0,10.1,72,107,1.0,10.1,72,107,1.0,10.1,72,107,1.0,10.1,72,107,1.0,10.1,72,107,1.0,10.1,72,107,1.0,10.1,72,107,1.0,10.1,72,107,1.0,10.1,72,107,1.0,10.1,72,107,1.0,10.1,72,107,1.0,10.1,72,107,1.0,10.1,72,107,1.0,10.1,72,107,1.0,10.1,72,107,1.0,10.1,72,107,1.0,10.1,72,107,1.0,10.1
103,53.04,0.32,0.79,0,76,106,1.0,10.4,76,106,1.0,10.4,76,106,1.0,10.4,76,106,1.0,10.4,76,106,1.0,10.4,76,106,1.0,10.4,76,106,1.0,10.4,76,106,1.0,10.4,76,106,1.0,10.4,76,106,1.0,10.4,76,106,1.0,10.4,76,106,1.0,10.4,76,106,1.0,10.4,76,106,1.0,10.4,76,106,1.0,10.4,76,106,1.0,10.4,76,106,1.0,10.4,76,106,1.0,10.4,76,106,1.0,10.4,76,106,1.0,10.4,76,106,1.0,10.4,76,106,1.0,10.4,76,106,1.0,10.4,76,106,1.0,10.4,76,106,1.0,10.4,76,106,1.0,10.4,76,106,1.0,10.4,76,106,1.0,10.4,76,106,1.0,10.4,76,106,1.0,10.4,76,106,1.0,10.4,76,106,1.0,10.4
104,53.4,0.31,0.78,0,75,107,1.0,10.3,75,107,1.0,10.3,75,107,1.0,10.3,75,107,1.0,10.3,75,107,1.0,10.3,75,107,1.0,10.3,75,107,1.0,10.3,75,107,1.0,10.3,75,107,1.0,10.3,75,107,1.0,10.3,75,107,1.0,10.3,75,107,1.0,10.3,75,107,1.0,10.3,75,107,1.0,10.3,75,107,1.0,10.3,75,107,1.0,10.3,75,107,1.0,10.3,75,107,1.0,10.3,75,107,1.0,10.3,75,107,1.0,10.3,75,107,1.0,10.3,75,107,1.0,10.3,75,107,1.0,10.3,75,107,1.0,10.3,75,107,1.0,10.3,75,107,1.0,10.3,75,107,1.0,10.3,75,107,1.0,10.3,75,107,1.0,10.3,75,107,1.0,10.3,75,107,1.0,10.3,75,107,1.0,10.3
105,54.18,0.32,0.8,0,77,107,1.0,10.5,77,107,1.0,10.5,77,107,1.0,10.5,77,107,1.0,10.5,77,107,1.0,10.5,77,107,1.0,10.5,77,107,1.0,10.5,77,107,1.0,10.5,77,107,1.0,10.5,77,107,1.0,10.5,77,107,1.0,10.5,77,107,1.0,10.5,77,107,1.0,10.5,77,107,1.0,10.5,77,107,1.0,10.5,77,107,1.0,10.5,77,107,1.0,10.5,77,107,1.0,10.5,77,107,1.0,10.5,77,107,1.0,10.5,77,107,1.0,10.5,77,107,1.0,10.5,77,107,1.0,10.5,77,107,1.0,10.5,77,107,1.0,10.5,77,107,1.0,10.5,77,107,1.0,10.5,77,107,1.0,10.5,77,107,1.0,10.5,77,107,1.0,10.5,77,107,1.0,10.5,77,107,1.0,10.5
106,53.71,0.33,0.81,0,78,111,1.0,10.3,78,111,1.0,10.3,78,111,1.0,10.3,78,111,1.0,10.3,78,111,1.0,10.3,78,111,1.0,10.3,78,111,1.0,10.3,78,111,1.0,10.3,78,111,1.0,10.3,78,111,1.0,10.3,78,111,1.0,10.3,78,111,1.0,10.3,78,111,1.0,10.3,78,111,1.0,10.3,78,111,1.0,10.3,78,111,1.0,10.3,78,111,1.0,10.3,78,111,1.0,10.3,78,111,1.0,10.3,78,111,1.0,10.3,78,111,1.0,10.3,78,111,1.0,10.3,78,111,1.0,10.3,78,111,1.0,10.3,78,111,1.0,10.3,78,111,1.0,10.3,78,111,1.0,10.3,78,111,1.0,10.3,78,111,1.0,10.3,78,111,1.0,10.3,78,111,1.0,10.3,78,111,1.0,10.3
107,54.29,0.34,0.84,0,81,108,1.0,10.7,81,108,1.0,10.7,81,108,1.0,10.7,81,108,1.0,10.7,81,108,1.0,10.7,81,108,1.0,10.7,81,108,1.0,10.7,81,108,1.0,10.7,81,108,1.0,10.7,81,108,1.0,10.7,81,108,1.0,10.7,81,108,1.0,10.7,81,108,1.0,10.7,81,108,1.0,10.7,81,108,1.0,10.7,81,108,1.0,10.7,81,108,1.0,10.7,81,108,1.0,10.7,81,108,1.0,10.7,81,108,1.0,10.7,81,108,1.0,10.7,81,108,1.0,10.7,81,108,1.0,10.7,81,108,1.0,10.7,81,108,1.0,10.7,81,108,1.0,10.7,81,108,1.0,10.7,81,108,1.0,10.7,81,108,1.0,10.7,81,108,1.0,10.7,81,108,1.0,10.7,81,108,1.0,10.7
108,55.08,0.34,0.84,0,81,109,1.0,10.7,81,109,1.0,10.7,81,109,1.0,10.7,81,109,1.0,10.7,81,109,1.0,10.7,81,109,1.0,10.7,81,109,1.0,10.7,81,109,1.0,10.7,81,109,1.0,10.7,81,109,1.0,10.7,81,109,1.0,10.7,81,109,1.0,10.7,81,109,1.0,10.7,81,109,1.0,10.7,81,109,1.0,10.7,81,109,1.0,10.7,81,109,1.0,10.7,81,109,1.0,10.7,81,109,1.0,10.7,81,109,1.0,10.7,81,109,1.0,10.7,81,109,1.0,10.7,81,109,1.0,10.7,81,109,1.0,10.7,81,109,1.0,10.7,81,109,1.0,10.7,81,109,1.0,10.7,81,109,1.0,10.7,81,109,1.0,10.7,81,109,1.0,10.7,81,109,1.0,10.7,81,109,1.0,10.7
109,55.45,0.35,0.88,0,84,110,1.0,10.8,84,110,1.0,10.8,84,110,1.0,10.8,84,110,1.0,10.8,84,110,1.0,10.8,84,110,1.0,10.8,84,110,1.0,10.8,84,110,1.0,10.8,84,110,1.0,10.8,84,110,1.0,10.8,84,110,1.0,10.8,84,110,1.0,10.8,84,110,1.0,10.8,84,110,1.0,10.8,84,110,1.0,10.8,84,110,1.0,10.8,84,110,1.0,10.8,84,110,1.0,10.8,84,110,1.0,10.8,84,110,1.0,10.8,84,110,1.0,10.8,84,110,1.0,10.8,84,110,1.0,10.8,84,110,1.0,10.8,84,110,1.0,10.8,84,110,1.0,10.8,84,110,1.0,10.8,84,110,1.0,10.8,84,110,1.0,10.8,84,110,1.0,10.8,84,110,1.0,10.8,84,110,1.0,10.8
110,55.82,0.35,0.89,0,85,108,1.0,11.0,85,108,1.0,11.0,85,108,1.0,11.0,85,108,1.0,11.0,85,108,1.0,11.0,85,108,1.0,11.0,85,108,1.0,11.0,85,108,1.0,11.0,85,108,1.0,11.0,85,108,1.0,11.0,85,108,1.0,11.0,85,108,1.0,11.0,85,108,1.0,11.0,85,108,1.0,11.0,85,108,1.0,11.0,85,108,1.0,11.0,85,108,1.0,11.0,85,108,1.0,11.0,85,108,1.0,11.0,85,108,1.0,11.0,85,108,1.0,11.0,85,108,1.0,11.0,85,108,1.0,11.0,85,108,1.0,11.0,85,108,1.0,11.0,85,108,1.0,11.0,85,108,1.0,11.0,85,108,1.0,11.0,85,108,1.0,11.0,85,108,1.0,11.0,85,108,1.0,11.0,85,108,1.0,11.0
111,56.2,0.35,0.88,0,84,111,1.0,10.8,84,111,1.0,10.8,84,111,1.0,10.8,84,111,1.0,10.8,84,111,1.0,10.8,84,111,1.0,10.8,84,111,1.0,10.8,84,111,1.0,10.8,84,111,1.0,10.8,84,111,1.0,10.8,84,111,1.0,10.8,84,111,1.0,10.8,84,111,1.0,10.8,84,111,1.0,10.8,84,111,1.0,10.8,84,111,1.0,10.8,84,111,1.0,10.8,84,111,1.0,10.8,84,111,1.0,10.8,84,111,1.0,10.8,84,111,1.0,10.8,84,111,1.0,10.8,84,111,1.0,10.8,84,111,1.0,10.8,84,111,1.0,10.8,84,111,1.0,10.8,84,111,1.0,10.8,84,111,1.0,10.8,84,111,1.0,10.8,84,111,1.0,10.8,84,111,1.0,10.8,84,111,1.0,10.8
112,57.19,0.37,0.93,0,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3
113,57.77,0.37,0.93,0,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3,89,108,1.0,11.3
114,57.92,0.38,0.95,0,91,109,1.0,11.4,91,109,1.0,11.4,91,109,1.0,11.4,91,109,1.0,11.4,91,109,1.0,11.4,91,109,1.0,11.4,91,109,1.0,11.4,91,109,1.0,11.4,91,109,1.0,11.4,91,109,1.0,11.4,91,109,1.0,11.4,91,109,1.0,11.4,91,109,1.0,11.4,91,109,1.0,11.4,91,109,1.0,11.4,91,109,1.0,11.4,91,109,1.0,11.4,91,109,1.0,11.4,91,109,1.0,11.4,91,109,1.0,11.4,91,109,1.0,11.4,91,109,1.0,11.4,91,109,1.0,11.4,91,109,1.0,11.4,91,109,1.0,11.4,91,109,1.0,11.4,91,109,1.0,11.4,91,109,1.0,11.4,91,109,1.0,11.4,91,109,1.0,11.4,91,109,1.0,11.4,91,109,1.0,11.4
115,58.29,0.38,0.96,0,92,111,1.0,11.3,92,111,1.0,11.3,92,111,1.0,11.3,92,111,1.0,11.3,92,111,1.0,11.3,92,111,1.0,11.3,92,111,1.0,11.3,92,111,1.0,11.3,92,111,1.0,11.3,92,111,1.0,11.3,92,111,1.0,11.3,92,111,1.0,11.3,92,111,1.0,11.3,92,111,1.0,11.3,92,111,1.0,11.3,92,111,1.0,11.3,92,111,1.0,11.3,92,111,1.0,11.3,92,111,1.0,11.3,92,111,1.0,11.3,92,111,1.0,11.3,92,111,1.0,11.3,92,111,1.0,11.3,92,111,1.0,11.3,92,111,1.0,11.3,92,111,1.0,11.3,92,111,1.0,11.3,92,111,1.0,11.3,92,111,1.0,11.3,92,111,1.0,11.3,92,111,1.0,11.3,92,111,1.0,11.3
116,58.67,0.39,0.97,0,93,110,1.0,11.5,93,110,1.0,11.5,93,110,1.0,11.5,93,110,1.0,11.5,93,110,1.0,11.5,93,110,1.0,11.5,93,110,1.0,11.5,93,110,1.0,11.5,93,110,1.0,11.5,93,110,1.0,11.5,93,110,1.0,11.5,93,110,1.0,11.5,93,110,1.0,11.5,93,110,1.0,11.5,93,110,1.0,11.5,93,110,1.0,11.5,93,110,1.0,11.5,93,110,1.0,11.5,93,110,1.0,11.5,93,110,1.0,11.5,93,110,1.0,11.5,93,110,1.0,11.5,93,110,1.0,11.5,93,110,1.0,11.5,93,110,1.0,11.5,93,110,1.0,11.5,93,110,1.0,11.5,93,110,1.0,11.5,93,110,1.0,11.5,93,110,1.0,11.5,93,110,1.0,11.5,93,110,1.0,11.5
117,59.45,0.39,0.98,0,94,109,1.0,11.6,94,109,1.0,11.6,94,109,1.0,11.6,94,109,1.0,11.6,94,109,1.0,11.6,94,109,1.0,11.6,94,109,1.0,11.6,94,109,1.0,11.6,94,109,1.0,11.6,94,109,1.0,11.6,94,109,1.0,11.6,94,109,1.0,11.6,94,109,1.0,11.6,94,109,1.0,11.6,94,109,1.0,11.6,94,109,1.0,11.6,94,109,1.0,11.6,94,109,1.0,11.6,94,109,1.0,11.6,94,109,1.0,11.6,94,109,1.0,11.6,94,109,1.0,11.6,94,109,1.0,11.6,94,109,1.0,11.6,94,109,1.0,11.6,94,109,1.0,11.6,94,109,1.0,11.6,94,109,1.0,11.6,94,109,1.0,11.6,94,109,1.0,11.6,94,109,1.0,11.6,94,109,1.0,11.6
118,60.24,0.4,1.0,0,96,110,1.0,11.7,96,110,1.0,11.7,96,110,1.0,11.7,96,110,1.0,11.7,96,110,1.0,11.7,96,110,1.0,11.7,96,110,1.0,11.7,96,110,1.0,11.7,96,110,1.0,11.7,96,110,1.0,11.7,96,110,1.0,11.7,96,110,1.0,11.7,96,110,1.0,11.7,96,110,1.0,11.7,96,110,1.0,11.7,96,110,1.0,11.7,96,110,1.0,11.7,96,110,1.0,11.7,96,110,1.0,11.7,96,110,1.0,11.7,96,110,1.0,11.7,96,110,1.0,11.7,96,110,1.0,11.7,96,110,1.0,11.7,96,110,1.0,11.7,96,110,1.0,11.7,96,110,1.0,11.7,96,110,1.0,11.7,96,110,1.0,11.7,96,110,1.0,11.7,96,110,1.0,11.7,96,110,1.0,11.7
119,60.81,0.41,1.02,0,98,113,1.0,11.6,98,113,1.0,11.6,98,113,1.0,11.6,98,113,1.0,11.6,98,113,1.0,11.6,98,113,1.0,11.6,98,113,1.0,11.6,98,113,1.0,11.6,98,113,1.0,11.6,98,113,1.0,11.6,98,113,1.0,11.6,98,113,1.0,11.6,98,113,1.0,11.6,98,113,1.0,11.6,98,113,1.0,11.6,98,113,1.0,11.6,98,113,1.0,11.6,98,113,1.0,11.6,98,113,1.0,11.6,98,113,1.0,11.6,98,113,1.0,11.6,98,113,1.0,11.6,98,113,1.0,11.6,98,113,1.0,11.6,98,113,1.0,11.6,98,113,1.0,11.6,98,113,1.0,11.6,98,113,1.0,11.6,98,113,1.0,11.6,98,113,1.0,11.6,98,113,1.0,11.6,98,113,1.0,11.6
