epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,96.7511,0.27693,0.86858,0.82058,0.40367,0.53763,0.50696,0.49283,0.31935,2.52864,0.83533,0.00043235,0.00043235,0.00043235
43,99.5196,0.28118,0.86561,0.82518,0.47072,0.5199,0.51208,0.49763,0.30075,2.50533,0.83164,0.0004307,0.0004307,0.0004307
44,102.066,0.2957,0.84723,0.82114,0.43986,0.54667,0.50392,0.49203,0.27049,2.54233,0.83129,0.00042905,0.00042905,0.00042905
45,104.759,0.29437,0.83286,0.81884,0.49619,0.4885,0.52417,0.51277,0.27343,2.50769,0.83336,0.0004274,0.0004274,0.0004274
46,107.305,0.27343,0.81818,0.8179,0.36907,0.5611,0.49497,0.47771,0.30852,2.77289,0.84072,0.00042575,0.00042575,0.00042575
47,109.815,0.29115,0.86469,0.82815,0.71515,0.4413,0.50798,0.49361,0.33119,2.59594,0.85174,0.0004241,0.0004241,0.0004241
48,112.373,0.295,0.9034,0.84002,0.50014,0.50972,0.51546,0.50156,0.30826,2.44009,0.84667,0.00042245,0.00042245,0.00042245
49,114.947,0.28306,0.88489,0.82199,0.5715,0.50516,0.51309,0.50164,0.27305,2.46167,0.84022,0.0004208,0.0004208,0.0004208
50,117.509,0.28969,0.8433,0.82162,0.69554,0.48785,0.52376,0.51379,0.24459,2.48331,0.82983,0.00041915,0.00041915,0.00041915
51,120.026,0.27621,0.81974,0.8222,0.66468,0.47675,0.52859,0.5171,0.24674,2.48085,0.83199,0.0004175,0.0004175,0.0004175
52,122.575,0.2823,0.8333,0.82745,0.58008,0.53407,0.5415,0.52799,0.26839,2.47739,0.82919,0.00041585,0.00041585,0.00041585
53,125.044,0.27182,0.79644,0.82552,0.43535,0.55684,0.53371,0.52269,0.26983,2.48365,0.82397,0.0004142,0.0004142,0.0004142
54,127.541,0.27373,0.80996,0.8224,0.70558,0.45654,0.53206,0.52232,0.23994,2.44282,0.82418,0.00041255,0.00041255,0.00041255
55,130.106,0.24945,0.79929,0.81812,0.57021,0.52792,0.53328,0.52301,0.24301,2.44696,0.83224,0.0004109,0.0004109,0.0004109
56,132.566,0.26585,0.82113,0.82024,0.57001,0.49811,0.54939,0.53885,0.2349,2.51304,0.83265,0.00040925,0.00040925,0.00040925
57,135.02,0.28046,0.78405,0.81654,0.46489,0.51562,0.54018,0.5248,0.2533,2.56234,0.8345,0.0004076,0.0004076,0.0004076
58,137.535,0.2778,0.74753,0.8147,0.58969,0.48478,0.5383,0.51804,0.29361,2.59665,0.84399,0.00040595,0.00040595,0.00040595
59,140.103,0.26674,0.71057,0.82567,0.57703,0.46698,0.52734,0.51581,0.27028,2.5412,0.83564,0.0004043,0.0004043,0.0004043
60,142.573,0.26763,0.76998,0.8139,0.43656,0.532,0.50895,0.50099,0.23137,2.49756,0.82912,0.00040265,0.00040265,0.00040265
61,145.04,0.25375,0.69376,0.82115,0.47027,0.55747,0.52718,0.51642,0.21446,2.46346,0.82603,0.000401,0.000401,0.000401
62,147.534,0.26844,0.7346,0.82491,0.45924,0.54854,0.54558,0.53506,0.2332,2.44463,0.82638,0.00039935,0.00039935,0.00039935
63,150.176,0.2711,0.71166,0.81722,0.56837,0.56347,0.54836,0.53522,0.24814,2.40294,0.83118,0.0003977,0.0003977,0.0003977
64,152.684,0.2676,0.74703,0.82813,0.69162,0.49002,0.54862,0.53946,0.24829,2.41565,0.83224,0.00039605,0.00039605,0.00039605
65,155.147,0.27652,0.72135,0.82615,0.49582,0.54202,0.57131,0.56167,0.2323,2.38918,0.82934,0.0003944,0.0003944,0.0003944
66,157.676,0.27179,0.70465,0.81776,0.69999,0.48414,0.55475,0.54574,0.23226,2.37197,0.82584,0.00039275,0.00039275,0.00039275
67,160.215,0.26524,0.70611,0.82074,0.6642,0.47969,0.55244,0.53889,0.25321,2.39389,0.83018,0.0003911,0.0003911,0.0003911
68,162.71,0.2488,0.7214,0.82882,0.41478,0.57375,0.524,0.51442,0.24499,2.53838,0.83002,0.00038945,0.00038945,0.00038945
69,165.197,0.26309,0.70495,0.81368,0.42343,0.54219,0.52008,0.51056,0.25001,2.57841,0.82553,0.0003878,0.0003878,0.0003878
70,167.679,0.2732,0.74909,0.81604,0.45182,0.56011,0.53355,0.5223,0.24462,2.57077,0.82668,0.00038615,0.00038615,0.00038615
71,169.928,0.25597,0.66777,0.82134,0.66617,0.5316,0.55871,0.54967,0.2406,2.51432,0.82385,0.0003845,0.0003845,0.0003845
72,172.421,0.26099,0.70017,0.81307,0.64446,0.56274,0.56281,0.55494,0.25851,2.46305,0.82784,0.00038285,0.00038285,0.00038285
73,174.941,0.25621,0.68224,0.81347,0.70995,0.48053,0.55991,0.54673,0.27035,2.44786,0.83397,0.0003812,0.0003812,0.0003812
74,177.409,0.26699,0.71539,0.82122,0.70938,0.4735,0.54117,0.53101,0.26134,2.45788,0.82917,0.00037955,0.00037955,0.00037955
75,179.87,0.24951,0.67617,0.80981,0.53653,0.55203,0.55768,0.54594,0.24484,2.50153,0.8234,0.0003779,0.0003779,0.0003779
76,182.386,0.26866,0.66665,0.8319,0.57922,0.53423,0.56299,0.55275,0.24914,2.48822,0.82582,0.00037625,0.00037625,0.00037625
77,184.891,0.24786,0.67396,0.80879,0.60708,0.57502,0.5651,0.55501,0.25154,2.39051,0.82953,0.0003746,0.0003746,0.0003746
78,187.337,0.2454,0.6674,0.81518,0.46983,0.59692,0.55987,0.54924,0.26437,2.31288,0.83397,0.00037295,0.00037295,0.00037295
79,189.871,0.24377,0.64719,0.8153,0.58719,0.56183,0.55213,0.54044,0.26634,2.33594,0.82925,0.0003713,0.0003713,0.0003713
80,192.38,0.26089,0.65832,0.82898,0.65038,0.54885,0.5572,0.54695,0.26627,2.35229,0.83277,0.00036965,0.00036965,0.00036965
81,194.919,0.26298,0.6107,0.81021,0.62264,0.55234,0.56232,0.5537,0.24509,2.48179,0.83586,0.000368,0.000368,0.000368
82,197.538,0.25428,0.65279,0.81223,0.52013,0.58828,0.56764,0.55489,0.23826,2.55133,0.83438,0.00036635,0.00036635,0.00036635
83,200.01,0.2505,0.61306,0.80206,0.46015,0.61622,0.57695,0.56649,0.2575,2.54083,0.82834,0.0003647,0.0003647,0.0003647
84,202.58,0.24411,0.63547,0.80817,0.47274,0.57281,0.583,0.57371,0.2796,2.534,0.83044,0.00036305,0.00036305,0.00036305
85,205.085,0.2539,0.6313,0.81424,0.61163,0.55203,0.55355,0.54344,0.2547,2.4896,0.82159,0.0003614,0.0003614,0.0003614
86,207.683,0.25595,0.63893,0.80923,0.72807,0.49625,0.54809,0.54013,0.23237,2.47597,0.81897,0.00035975,0.00035975,0.00035975
87,210.223,0.23938,0.59424,0.80793,0.56324,0.53964,0.5656,0.56116,0.22883,2.54619,0.82325,0.0003581,0.0003581,0.0003581
88,212.674,0.23529,0.61448,0.81035,0.59846,0.57231,0.56577,0.56096,0.2162,2.49872,0.82053,0.00035645,0.00035645,0.00035645
89,215.19,0.25902,0.61494,0.82127,0.60609,0.56636,0.57407,0.56952,0.21726,2.45474,0.81857,0.0003548,0.0003548,0.0003548
90,217.674,0.24554,0.59547,0.81115,0.59168,0.50352,0.53773,0.53347,0.2339,2.42544,0.81516,0.00035315,0.00035315,0.00035315
91,220.182,0.25343,0.63013,0.8154,0.5491,0.50377,0.52924,0.52366,0.24781,2.46448,0.81358,0.0003515,0.0003515,0.0003515
92,222.648,0.26396,0.60369,0.81253,0.6547,0.52432,0.53469,0.53109,0.24437,2.42404,0.81227,0.00034985,0.00034985,0.00034985
93,225.172,0.24918,0.61185,0.80368,0.48073,0.60714,0.54314,0.53932,0.21346,2.41276,0.80961,0.0003482,0.0003482,0.0003482
94,227.644,0.24946,0.61662,0.81424,0.50589,0.56601,0.56014,0.5551,0.20438,2.45191,0.81489,0.00034655,0.00034655,0.00034655
95,230.168,0.25072,0.64826,0.80893,0.55637,0.58547,0.5752,0.56726,0.21058,2.4173,0.80996,0.0003449,0.0003449,0.0003449
96,232.622,0.25,0.58149,0.80686,0.68888,0.532,0.58653,0.57903,0.23465,2.43979,0.80848,0.00034325,0.00034325,0.00034325
97,235.211,0.24621,0.57541,0.8117,0.74603,0.50778,0.56714,0.56079,0.23429,2.47151,0.81175,0.0003416,0.0003416,0.0003416
98,237.703,0.24493,0.59102,0.80856,0.64393,0.56889,0.5659,0.55809,0.22298,2.53003,0.81606,0.00033995,0.00033995,0.00033995
99,240.203,0.25347,0.58625,0.81803,0.70359,0.56443,0.58019,0.57197,0.21552,2.4295,0.8129,0.0003383,0.0003383,0.0003383
100,242.724,0.24901,0.59141,0.80586,0.64842,0.58754,0.584,0.57653,0.2343,2.34881,0.81724,0.00033665,0.00033665,0.00033665
101,245.303,0.24837,0.5678,0.81414,0.55486,0.53245,0.55931,0.54968,0.25104,2.42111,0.82518,0.000335,0.000335,0.000335
102,247.797,0.24437,0.61708,0.80092,0.56475,0.53594,0.56394,0.55017,0.25535,2.44265,0.82413,0.00033335,0.00033335,0.00033335
103,249.791,0.25203,0.62914,0.80969,0.42192,0.60084,0.56718,0.55964,0.22787,2.42804,0.81559,0.0003317,0.0003317,0.0003317
104,251.86,0.24396,0.63829,0.81032,0.63236,0.5799,0.57623,0.56752,0.20965,2.4231,0.80935,0.00033005,0.00033005,0.00033005
105,254.433,0.24854,0.61691,0.81579,0.74852,0.51494,0.54893,0.54317,0.21744,2.43571,0.81298,0.0003284,0.0003284,0.0003284
106,256.937,0.24447,0.60359,0.8109,0.6906,0.51397,0.53703,0.5314,0.23594,2.46363,0.82018,0.00032675,0.00032675,0.00032675
107,259.529,0.2347,0.58099,0.80934,0.64374,0.53196,0.53543,0.52693,0.25524,2.49314,0.82393,0.0003251,0.0003251,0.0003251
108,262.023,0.25495,0.57606,0.82116,0.44775,0.61968,0.54919,0.54389,0.24275,2.4224,0.82253,0.00032345,0.00032345,0.00032345
109,264.545,0.23902,0.56386,0.81159,0.50957,0.59633,0.57728,0.57278,0.22872,2.44021,0.81918,0.0003218,0.0003218,0.0003218
110,267.053,0.24281,0.57247,0.80186,0.58222,0.55266,0.54871,0.54224,0.22903,2.41036,0.81754,0.00032015,0.00032015,0.00032015
111,269.558,0.24369,0.56299,0.81154,0.57182,0.5195,0.5347,0.52531,0.23096,2.42368,0.81832,0.0003185,0.0003185,0.0003185
112,272.154,0.24741,0.56219,0.80507,0.59635,0.53677,0.53995,0.53116,0.24404,2.39871,0.82157,0.00031685,0.00031685,0.00031685
113,274.701,0.22919,0.52317,0.80637,0.72619,0.50996,0.54891,0.53923,0.25121,2.39526,0.82841,0.0003152,0.0003152,0.0003152
114,277.216,0.24273,0.55942,0.815,0.66847,0.519,0.54094,0.53303,0.24839,2.47215,0.8281,0.00031355,0.00031355,0.00031355
115,279.815,0.23939,0.5266,0.79983,0.59053,0.54348,0.52848,0.52154,0.22815,2.53827,0.82302,0.0003119,0.0003119,0.0003119
116,282.308,0.24902,0.57023,0.81609,0.53446,0.56048,0.54544,0.53704,0.22401,2.54273,0.82112,0.00031025,0.00031025,0.00031025
117,284.83,0.24339,0.58413,0.8158,0.52978,0.56611,0.54588,0.53426,0.24606,2.56601,0.82728,0.0003086,0.0003086,0.0003086
118,287.381,0.2456,0.55979,0.81376,0.47871,0.58629,0.54418,0.53399,0.26524,2.53482,0.82483,0.00030695,0.00030695,0.00030695
119,289.889,0.25002,0.56142,0.80887,0.65215,0.52758,0.56609,0.5584,0.24244,2.46613,0.80951,0.0003053,0.0003053,0.0003053
120,292.407,0.24403,0.54461,0.80601,0.61852,0.58085,0.54666,0.5396,0.2297,2.47591,0.80721,0.00030365,0.00030365,0.00030365
121,295.023,0.23836,0.49486,0.81576,0.61398,0.57853,0.55258,0.54609,0.23778,2.51767,0.81076,0.000302,0.000302,0.000302
122,297.726,0.2484,0.53898,0.80347,0.53437,0.60932,0.54846,0.5368,0.24951,2.47552,0.81737,0.00030035,0.00030035,0.00030035
123,300.246,0.24317,0.53824,0.81883,0.52282,0.6131,0.56564,0.5566,0.23635,2.5082,0.81564,0.0002987,0.0002987,0.0002987
124,302.778,0.23784,0.53662,0.80895,0.57517,0.59279,0.56219,0.55531,0.23929,2.60282,0.81667,0.00029705,0.00029705,0.00029705
125,304.96,0.23046,0.53037,0.80547,0.53369,0.59941,0.56717,0.56157,0.23971,2.54244,0.81456,0.0002954,0.0002954,0.0002954
126,306.933,0.24505,0.57655,0.80826,0.59703,0.59315,0.57523,0.56954,0.23336,2.48111,0.817,0.00029375,0.00029375,0.00029375
127,308.91,0.23699,0.53813,0.7979,0.68736,0.50115,0.5571,0.55177,0.21696,2.48111,0.81574,0.0002921,0.0002921,0.0002921
128,310.846,0.24075,0.57712,0.82109,0.65077,0.49236,0.54412,0.53663,0.21545,2.47061,0.81763,0.00029045,0.00029045,0.00029045
129,312.787,0.22402,0.5564,0.80517,0.62688,0.49437,0.54034,0.53185,0.23946,2.44504,0.82476,0.0002888,0.0002888,0.0002888
130,314.718,0.24834,0.5394,0.80604,0.44552,0.54476,0.5428,0.53421,0.23781,2.44885,0.81587,0.00028715,0.00028715,0.00028715
131,316.966,0.2515,0.58044,0.82003,0.43599,0.58323,0.56016,0.55292,0.24375,2.50478,0.80604,0.0002855,0.0002855,0.0002855
132,319.516,0.23753,0.53788,0.79914,0.50162,0.58111,0.57204,0.56474,0.23296,2.45971,0.80616,0.00028385,0.00028385,0.00028385
133,322.091,0.24027,0.53898,0.8144,0.5277,0.58492,0.58337,0.57784,0.22429,2.38871,0.81051,0.0002822,0.0002822,0.0002822
134,324.632,0.25538,0.57606,0.80148,0.65602,0.54791,0.5654,0.55816,0.23211,2.52133,0.8164,0.00028055,0.00028055,0.00028055
135,327.15,0.23918,0.57055,0.8244,0.60875,0.53308,0.55452,0.54595,0.22223,2.53226,0.81584,0.0002789,0.0002789,0.0002789
136,329.743,0.24222,0.54549,0.81852,0.60365,0.55778,0.55359,0.54525,0.21948,2.46615,0.81372,0.00027725,0.00027725,0.00027725
137,332.217,0.23812,0.51672,0.80919,0.63698,0.52418,0.54673,0.54007,0.22114,2.41474,0.81253,0.0002756,0.0002756,0.0002756
138,334.732,0.23363,0.48127,0.80843,0.62979,0.55204,0.55328,0.54885,0.23527,2.43372,0.81339,0.00027395,0.00027395,0.00027395
139,337.291,0.23125,0.5225,0.81609,0.57055,0.54092,0.53024,0.52692,0.23762,2.44863,0.81635,0.0002723,0.0002723,0.0002723
140,339.834,0.24219,0.52722,0.80573,0.62611,0.51761,0.5419,0.53494,0.25234,2.46214,0.81942,0.00027065,0.00027065,0.00027065
141,342.483,0.23635,0.53657,0.80244,0.53428,0.56306,0.5442,0.54113,0.23971,2.51125,0.81781,0.000269,0.000269,0.000269
142,344.999,0.23771,0.49907,0.81069,0.39887,0.56435,0.53818,0.53056,0.22101,2.54982,0.81385,0.00026735,0.00026735,0.00026735
143,347.487,0.22595,0.55985,0.80778,0.45393,0.54535,0.55405,0.54611,0.21147,2.51891,0.81131,0.0002657,0.0002657,0.0002657
144,350.037,0.24492,0.5321,0.79891,0.51552,0.54079,0.55189,0.54811,0.19398,2.42913,0.80637,0.00026405,0.00026405,0.00026405
145,352.563,0.23194,0.47012,0.80887,0.5866,0.53923,0.5629,0.55926,0.18678,2.37454,0.80045,0.0002624,0.0002624,0.0002624
146,355.103,0.24071,0.49123,0.80878,0.66218,0.53694,0.58262,0.57687,0.21482,2.42245,0.80404,0.00026075,0.00026075,0.00026075
